"","x"
"4359","Dendritic cell"
"4360","CD4+ T cell"
"4361","Dendritic cell"
"4362","CD4+ T cell"
"4363","CD4+ T cell"
"4364","CD4+ T cell"
"4365","Dendritic cell"
"4366","CD4+ T cell"
"4367","CD4+ T cell"
"4368","CD4+ T cell"
"4369","CD4+ T cell"
"4370","CD4+ T cell"
"4371","Dendritic cell"
"4372","CD4+ T cell"
"4373","CD4+ T cell"
"4374","Dendritic cell"
"4375","Dendritic cell"
"4376","Dendritic cell"
"4377","Dendritic cell"
"4378","Dendritic cell"
"4379","Dendritic cell"
"4380","Dendritic cell"
"4381","CD4+ T cell"
"4382","Dendritic cell"
"4383","Dendritic cell"
"4384","Dendritic cell"
"4385","CD4+ T cell"
"4386","CD4+ T cell"
"4387","Dendritic cell"
"4388","Dendritic cell"
"4389","Dendritic cell"
"4390","Dendritic cell"
"4391","CD4+ T cell"
"4392","CD4+ T cell"
"4393","Dendritic cell"
"4394","CD4+ T cell"
"4395","CD4+ T cell"
"4396","Dendritic cell"
"4397","Dendritic cell"
"4398","Dendritic cell"
"4399","Dendritic cell"
"4400","Dendritic cell"
"4401","CD4+ T cell"
"4402","Dendritic cell"
"4403","CD4+ T cell"
"4404","CD4+ T cell"
"4405","CD4+ T cell"
"4406","Dendritic cell"
"4407","CD4+ T cell"
"4408","CD4+ T cell"
"4409","CD4+ T cell"
"4410","Dendritic cell"
"4411","Dendritic cell"
"4412","Dendritic cell"
"4413","CD4+ T cell"
"4414","CD4+ T cell"
"4415","Dendritic cell"
"4416","Dendritic cell"
"4417","Dendritic cell"
"4418","CD4+ T cell"
"4419","CD4+ T cell"
"4420","CD4+ T cell"
"4421","Dendritic cell"
"4422","Dendritic cell"
"4423","Dendritic cell"
"4424","CD4+ T cell"
"4425","Dendritic cell"
"4426","CD4+ T cell"
"4427","Dendritic cell"
"4428","CD4+ T cell"
"4429","CD4+ T cell"
"4430","CD4+ T cell"
"4431","CD4+ T cell"
"4432","Dendritic cell"
"4433","CD4+ T cell"
"4434","Dendritic cell"
"4435","CD4+ T cell"
"4436","Dendritic cell"
"4437","CD4+ T cell"
"4438","CD4+ T cell"
"4439","Dendritic cell"
"4440","CD4+ T cell"
"4441","Dendritic cell"
"4442","CD4+ T cell"
"4443","CD4+ T cell"
"4444","Dendritic cell"
"4445","Dendritic cell"
"4446","Dendritic cell"
"4447","Dendritic cell"
"4448","Dendritic cell"
"4449","CD4+ T cell"
"4450","Dendritic cell"
"4451","Dendritic cell"
"4452","Dendritic cell"
"4453","Dendritic cell"
"4454","Dendritic cell"
"4455","CD4+ T cell"
"4456","Dendritic cell"
"4457","Dendritic cell"
"4458","Dendritic cell"
"4459","Dendritic cell"
"4460","CD4+ T cell"
"4461","CD4+ T cell"
"4462","Dendritic cell"
"4463","Dendritic cell"
"4464","Dendritic cell"
"4465","Dendritic cell"
"4466","CD4+ T cell"
"4467","CD4+ T cell"
"4468","Dendritic cell"
"4469","Dendritic cell"
"4470","Dendritic cell"
"4471","Dendritic cell"
"4472","CD4+ T cell"
"4473","CD4+ T cell"
"4474","CD4+ T cell"
"4475","Dendritic cell"
"4476","Dendritic cell"
"4477","Dendritic cell"
"4478","Dendritic cell"
"4479","Dendritic cell"
"4480","Dendritic cell"
"4481","Dendritic cell"
"4482","Dendritic cell"
"4483","Dendritic cell"
"4484","Dendritic cell"
"4485","Dendritic cell"
"4486","Dendritic cell"
"4487","CD4+ T cell"
"4488","Dendritic cell"
"4489","CD4+ T cell"
"4490","Dendritic cell"
"4491","Dendritic cell"
"4492","CD4+ T cell"
"4493","CD4+ T cell"
"4494","Dendritic cell"
"4495","Dendritic cell"
"4496","CD4+ T cell"
"4497","CD4+ T cell"
"4498","CD4+ T cell"
"4499","CD4+ T cell"
"4500","Dendritic cell"
"4501","Dendritic cell"
"4502","Dendritic cell"
"4503","Dendritic cell"
"4504","CD4+ T cell"
"4505","CD4+ T cell"
"4506","Dendritic cell"
"4507","CD4+ T cell"
"4508","Dendritic cell"
"4509","Dendritic cell"
"4510","CD4+ T cell"
"4511","CD4+ T cell"
"4512","CD4+ T cell"
"4513","Dendritic cell"
"4514","Dendritic cell"
"4515","CD4+ T cell"
"4516","Dendritic cell"
"4517","Dendritic cell"
"4518","CD4+ T cell"
"4519","CD4+ T cell"
"4520","Dendritic cell"
"4521","Dendritic cell"
"4522","Dendritic cell"
"4523","Dendritic cell"
"4524","Dendritic cell"
"4525","Dendritic cell"
"4526","Dendritic cell"
"4527","Dendritic cell"
"4528","CD4+ T cell"
"4529","Dendritic cell"
"4530","Dendritic cell"
"4531","CD4+ T cell"
"4532","Dendritic cell"
"4533","Dendritic cell"
"4534","CD4+ T cell"
"4535","Dendritic cell"
"4536","Dendritic cell"
"4537","Dendritic cell"
"4538","CD4+ T cell"
"4539","CD4+ T cell"
"4540","CD4+ T cell"
"4541","Dendritic cell"
"4542","Dendritic cell"
"4543","Dendritic cell"
"4544","Dendritic cell"
"4545","Dendritic cell"
"4546","CD4+ T cell"
"4547","CD4+ T cell"
"4548","Dendritic cell"
"4549","Dendritic cell"
"4550","Dendritic cell"
"4551","Dendritic cell"
"4552","Dendritic cell"
"4553","CD4+ T cell"
"4554","CD4+ T cell"
"4555","Dendritic cell"
"4556","Dendritic cell"
"4557","Dendritic cell"
"4558","Dendritic cell"
"4559","CD4+ T cell"
"4560","CD4+ T cell"
"4561","Dendritic cell"
"4562","CD4+ T cell"
"4563","Dendritic cell"
"4564","Dendritic cell"
"4565","CD4+ T cell"
"4566","CD4+ T cell"
"4567","CD4+ T cell"
"4568","Dendritic cell"
"4569","CD4+ T cell"
"4570","Dendritic cell"
"4571","Dendritic cell"
"4572","Dendritic cell"
"4573","Dendritic cell"
"4574","Dendritic cell"
"4575","Dendritic cell"
"4576","Dendritic cell"
"4577","CD4+ T cell"
"4578","CD4+ T cell"
"4579","CD4+ T cell"
"4580","CD4+ T cell"
"4581","Dendritic cell"
"4582","CD4+ T cell"
"4583","Dendritic cell"
"4584","CD4+ T cell"
"4585","CD4+ T cell"
"4586","Dendritic cell"
"4587","CD4+ T cell"
"4588","CD4+ T cell"
"4589","CD4+ T cell"
"4590","Dendritic cell"
"4591","CD4+ T cell"
"4592","CD4+ T cell"
"4593","Dendritic cell"
"4594","Dendritic cell"
"4595","Dendritic cell"
"4596","Dendritic cell"
"4597","Dendritic cell"
"4598","Dendritic cell"
"4599","CD4+ T cell"
"4600","Dendritic cell"
"4601","Dendritic cell"
"4602","Dendritic cell"
"4603","Dendritic cell"
"4604","CD4+ T cell"
"4605","Dendritic cell"
"4606","CD4+ T cell"
"4607","Dendritic cell"
"4608","CD4+ T cell"
"4609","Dendritic cell"
"4610","CD4+ T cell"
"4611","Dendritic cell"
"4612","Dendritic cell"
"4613","Dendritic cell"
"4614","Dendritic cell"
"4615","Dendritic cell"
"4616","Dendritic cell"
"4617","Dendritic cell"
"4618","Dendritic cell"
"4619","Dendritic cell"
"4620","CD4+ T cell"
"4621","CD4+ T cell"
"4622","Dendritic cell"
"4623","Dendritic cell"
"4624","CD4+ T cell"
"4625","Dendritic cell"
"4626","Dendritic cell"
"4627","CD4+ T cell"
"4628","CD4+ T cell"
"4629","Dendritic cell"
"4630","Dendritic cell"
"4631","Dendritic cell"
"4632","CD4+ T cell"
"4633","Dendritic cell"
"4634","CD4+ T cell"
"4635","CD4+ T cell"
"4636","Dendritic cell"
"4637","Dendritic cell"
"4638","Dendritic cell"
"4639","Dendritic cell"
"4640","CD4+ T cell"
"4641","Dendritic cell"
"4642","Dendritic cell"
"4643","CD4+ T cell"
"4644","Dendritic cell"
"4645","Dendritic cell"
"4646","CD4+ T cell"
"4647","CD4+ T cell"
"4648","CD4+ T cell"
"4649","Dendritic cell"
"4650","Dendritic cell"
"4651","Dendritic cell"
"4652","CD4+ T cell"
"4653","CD4+ T cell"
"4654","Dendritic cell"
"4655","CD4+ T cell"
"4656","CD4+ T cell"
"4657","Dendritic cell"
"4658","Dendritic cell"
"4659","Dendritic cell"
"4660","CD4+ T cell"
"4661","Dendritic cell"
"4662","CD4+ T cell"
"4663","Dendritic cell"
"4664","Dendritic cell"
"4665","Dendritic cell"
"4666","CD4+ T cell"
"4667","Dendritic cell"
"4668","Dendritic cell"
"4669","Dendritic cell"
"4670","CD4+ T cell"
"4671","Dendritic cell"
"4672","CD4+ T cell"
"4673","Dendritic cell"
"4674","Dendritic cell"
"4675","Dendritic cell"
"4676","Dendritic cell"
"4677","Dendritic cell"
"4678","CD4+ T cell"
"4679","Dendritic cell"
"4680","Dendritic cell"
"4681","Dendritic cell"
"4682","Dendritic cell"
"4683","Dendritic cell"
"4684","Dendritic cell"
"4685","CD4+ T cell"
"4686","CD4+ T cell"
"4687","Dendritic cell"
"4688","Dendritic cell"
"4689","Dendritic cell"
"4690","Dendritic cell"
"4691","CD4+ T cell"
"4692","Dendritic cell"
"4693","CD4+ T cell"
"4694","Dendritic cell"
"4695","CD4+ T cell"
"4696","CD4+ T cell"
"4697","Dendritic cell"
"4698","CD4+ T cell"
"4699","Dendritic cell"
"4700","Dendritic cell"
"4701","Dendritic cell"
"4702","Dendritic cell"
"4703","Dendritic cell"
"4704","Dendritic cell"
"4705","Dendritic cell"
"4706","CD4+ T cell"
"4707","CD4+ T cell"
"4708","Dendritic cell"
"4709","Dendritic cell"
"4710","Dendritic cell"
"4711","Dendritic cell"
"4712","CD4+ T cell"
"4713","Dendritic cell"
"4714","Dendritic cell"
"4715","Dendritic cell"
"4716","CD4+ T cell"
"4717","CD4+ T cell"
"4718","CD4+ T cell"
"4719","Dendritic cell"
"4720","CD4+ T cell"
"4721","Dendritic cell"
"4722","Dendritic cell"
"4723","CD4+ T cell"
"4724","Dendritic cell"
"4725","CD4+ T cell"
"4726","Dendritic cell"
"4727","Dendritic cell"
"4728","Dendritic cell"
"4729","CD4+ T cell"
"4730","CD4+ T cell"
"4731","Dendritic cell"
"4732","Dendritic cell"
"4733","CD4+ T cell"
"4734","Dendritic cell"
"4735","CD4+ T cell"
"4736","Dendritic cell"
"4737","Dendritic cell"
"4738","Dendritic cell"
"4739","Dendritic cell"
"4740","Dendritic cell"
"4741","CD4+ T cell"
"4742","Dendritic cell"
"4743","CD4+ T cell"
"4744","Dendritic cell"
"4745","Dendritic cell"
"4746","Dendritic cell"
"4747","Dendritic cell"
"4748","Dendritic cell"
"4749","Dendritic cell"
"4750","Dendritic cell"
"4751","Dendritic cell"
"4752","CD4+ T cell"
"4753","Dendritic cell"
"4754","Dendritic cell"
"4755","CD4+ T cell"
"4756","Dendritic cell"
"4757","CD4+ T cell"
"4758","Dendritic cell"
"4759","Dendritic cell"
"4760","Dendritic cell"
"4761","Dendritic cell"
"4762","CD4+ T cell"
"4763","Dendritic cell"
"4764","Dendritic cell"
"4765","CD4+ T cell"
"4766","Dendritic cell"
"4767","CD4+ T cell"
"4768","CD4+ T cell"
"4769","Dendritic cell"
"4770","Dendritic cell"
"4771","Dendritic cell"
"4772","Dendritic cell"
"4773","Dendritic cell"
"4774","CD4+ T cell"
"4775","CD4+ T cell"
"4776","Dendritic cell"
"4777","CD4+ T cell"
"4778","CD4+ T cell"
"4779","CD4+ T cell"
"4780","CD4+ T cell"
"4781","CD4+ T cell"
"4782","Dendritic cell"
"4783","Dendritic cell"
"4784","Dendritic cell"
"4785","Dendritic cell"
"4786","Dendritic cell"
"4787","CD4+ T cell"
"4788","CD4+ T cell"
"4789","Dendritic cell"
"4790","Dendritic cell"
"4791","Dendritic cell"
"4792","CD4+ T cell"
"4793","CD4+ T cell"
"4794","Dendritic cell"
"4795","CD4+ T cell"
"4796","Dendritic cell"
"4797","Dendritic cell"
"4798","Dendritic cell"
"4799","CD4+ T cell"
"4800","CD4+ T cell"
"4801","CD4+ T cell"
"4802","CD4+ T cell"
"4803","Dendritic cell"
"4804","Dendritic cell"
"4805","CD4+ T cell"
"4806","CD4+ T cell"
"4807","Dendritic cell"
"4808","Dendritic cell"
"4809","Dendritic cell"
"4810","Dendritic cell"
"4811","CD4+ T cell"
"4812","Dendritic cell"
"4813","Dendritic cell"
"4814","Dendritic cell"
"4815","CD4+ T cell"
"4816","Dendritic cell"
"4817","CD4+ T cell"
"4818","Dendritic cell"
"4819","Dendritic cell"
"4820","CD4+ T cell"
"4821","Dendritic cell"
"4822","CD4+ T cell"
"4823","Dendritic cell"
"4824","Dendritic cell"
"4825","CD4+ T cell"
"4826","CD4+ T cell"
"4827","CD4+ T cell"
"4828","Dendritic cell"
"4829","Dendritic cell"
"4830","CD4+ T cell"
"4831","Dendritic cell"
"4832","CD4+ T cell"
"4833","Dendritic cell"
"4834","Dendritic cell"
"4835","Dendritic cell"
"4836","Dendritic cell"
"4837","CD4+ T cell"
"4838","CD4+ T cell"
"4839","CD4+ T cell"
"4840","CD4+ T cell"
"4841","Dendritic cell"
"4842","CD4+ T cell"
"4843","Dendritic cell"
"4844","CD4+ T cell"
"4845","CD4+ T cell"
"4846","CD4+ T cell"
"4847","Dendritic cell"
"4848","Dendritic cell"
"4849","Dendritic cell"
"4850","Dendritic cell"
"4851","Dendritic cell"
"4852","Dendritic cell"
"4853","Dendritic cell"
"4854","Dendritic cell"
"4855","Dendritic cell"
"4856","CD4+ T cell"
"4857","CD4+ T cell"
"4858","Dendritic cell"
"4859","Dendritic cell"
"4860","Dendritic cell"
"4861","Dendritic cell"
"4862","Dendritic cell"
"4863","Dendritic cell"
"4864","Dendritic cell"
"4865","Dendritic cell"
"4866","CD4+ T cell"
"4867","Dendritic cell"
"4868","CD4+ T cell"
"4869","Dendritic cell"
"4870","CD4+ T cell"
"4871","Dendritic cell"
"4872","Dendritic cell"
"4873","Dendritic cell"
"4874","Dendritic cell"
"4875","CD4+ T cell"
"4876","Dendritic cell"
"4877","Dendritic cell"
"4878","Dendritic cell"
"4879","CD4+ T cell"
"4880","Dendritic cell"
"4881","Dendritic cell"
"4882","CD4+ T cell"
"4883","Dendritic cell"
"4884","Dendritic cell"
"4885","Dendritic cell"
"4886","Dendritic cell"
"4887","Dendritic cell"
"4888","Dendritic cell"
"4889","Dendritic cell"
"4890","Dendritic cell"
"4891","Dendritic cell"
"4892","Dendritic cell"
"4893","Dendritic cell"
"4894","Dendritic cell"
"4895","CD4+ T cell"
"4896","Dendritic cell"
"4897","CD4+ T cell"
"4898","Dendritic cell"
"4899","Dendritic cell"
"4900","Dendritic cell"
"4901","Dendritic cell"
"4902","Dendritic cell"
"4903","Dendritic cell"
"4904","CD4+ T cell"
"4905","Dendritic cell"
"4906","CD4+ T cell"
"4907","CD4+ T cell"
"4908","Dendritic cell"
"4909","CD4+ T cell"
"4910","CD4+ T cell"
"4911","Dendritic cell"
"4912","Dendritic cell"
"4913","CD4+ T cell"
"4914","Dendritic cell"
"4915","Dendritic cell"
"4916","CD4+ T cell"
"4917","CD4+ T cell"
"4918","Dendritic cell"
"4919","Dendritic cell"
"4920","Dendritic cell"
"4921","CD4+ T cell"
"4922","Dendritic cell"
"4923","CD4+ T cell"
"4924","Dendritic cell"
"4925","Dendritic cell"
"4926","CD4+ T cell"
"4927","CD4+ T cell"
"4928","Dendritic cell"
"4929","Dendritic cell"
"4930","Dendritic cell"
"4931","Dendritic cell"
"4932","CD4+ T cell"
"4933","Dendritic cell"
"4934","Dendritic cell"
"4935","CD4+ T cell"
"4936","Dendritic cell"
"4937","Dendritic cell"
"4938","Dendritic cell"
"4939","Dendritic cell"
"4940","Dendritic cell"
"4941","Dendritic cell"
"4942","Dendritic cell"
"4943","Dendritic cell"
"4944","Dendritic cell"
"4945","CD4+ T cell"
"4946","Dendritic cell"
"4947","Dendritic cell"
"4948","CD4+ T cell"
"4949","Dendritic cell"
"4950","Dendritic cell"
"4951","CD4+ T cell"
"4952","Dendritic cell"
"4953","Dendritic cell"
"4954","Dendritic cell"
"4955","Dendritic cell"
"4956","CD4+ T cell"
"4957","Dendritic cell"
"4958","CD4+ T cell"
"4959","Dendritic cell"
"4960","CD4+ T cell"
"4961","Dendritic cell"
"4962","CD4+ T cell"
"4963","Dendritic cell"
"4964","Dendritic cell"
"4965","Dendritic cell"
"4966","Dendritic cell"
"4967","CD4+ T cell"
"4968","Dendritic cell"
"4969","Dendritic cell"
"4970","CD4+ T cell"
"4971","Dendritic cell"
"4972","CD4+ T cell"
"4973","Dendritic cell"
"4974","Dendritic cell"
"4975","Dendritic cell"
"4976","Dendritic cell"
"4977","Dendritic cell"
"4978","CD4+ T cell"
"4979","Dendritic cell"
"4980","CD4+ T cell"
"4981","CD4+ T cell"
"4982","CD4+ T cell"
"4983","Dendritic cell"
"4984","CD4+ T cell"
"4985","Dendritic cell"
"4986","Dendritic cell"
"4987","CD4+ T cell"
"4988","CD4+ T cell"
"4989","CD4+ T cell"
"4990","Megakaryocyte"
"4991","Megakaryocyte"
"4992","B cell"
"4993","CD4+ T cell"
"4994","Megakaryocyte"
"4995","Dendritic cell"
"4996","B cell"
"4997","B cell"
"4998","Dendritic cell"
"4999","Megakaryocyte"
"5000","Megakaryocyte"
"5001","Megakaryocyte"
"5002","Cytotoxic T cell"
"5003","Megakaryocyte"
"5004","Dendritic cell"
"5005","Megakaryocyte"
"5006","Megakaryocyte"
"5007","Megakaryocyte"
"5008","Megakaryocyte"
"5009","Megakaryocyte"
"5010","Megakaryocyte"
"5011","Megakaryocyte"
"5012","Dendritic cell"
"5013","Megakaryocyte"
"5014","Megakaryocyte"
"5015","Megakaryocyte"
"5016","Megakaryocyte"
"5017","Dendritic cell"
"5018","CD4+ T cell"
"5019","Megakaryocyte"
"5020","Megakaryocyte"
"5021","Megakaryocyte"
"5022","Megakaryocyte"
"5023","Megakaryocyte"
"5024","Megakaryocyte"
"5025","Megakaryocyte"
"5026","Megakaryocyte"
"5027","CD4+ T cell"
"5028","Cytotoxic T cell"
"5029","Megakaryocyte"
"5030","Megakaryocyte"
"5031","Megakaryocyte"
"5032","Megakaryocyte"
"5033","Megakaryocyte"
"5034","Megakaryocyte"
"5035","Megakaryocyte"
"5036","Megakaryocyte"
"5037","Megakaryocyte"
"5038","Megakaryocyte"
"5039","Megakaryocyte"
"5040","Megakaryocyte"
"5041","Dendritic cell"
"5042","Megakaryocyte"
"5043","Dendritic cell"
"5044","Megakaryocyte"
"5045","Megakaryocyte"
"5046","Megakaryocyte"
"5047","Megakaryocyte"
"5048","Cytotoxic T cell"
"5049","Megakaryocyte"
"5050","Dendritic cell"
"5051","Megakaryocyte"
"5052","Dendritic cell"
"5053","Megakaryocyte"
"5054","Megakaryocyte"
"5055","Megakaryocyte"
"5056","Megakaryocyte"
"5057","CD4+ T cell"
"5058","Cytotoxic T cell"
"5059","CD4+ T cell"
"5060","Megakaryocyte"
"5061","Megakaryocyte"
"5062","Dendritic cell"
"5063","CD4+ T cell"
"5064","Dendritic cell"
"5065","Megakaryocyte"
"5066","Dendritic cell"
"5067","Megakaryocyte"
"5068","CD4+ T cell"
"5069","CD4+ T cell"
"5070","Dendritic cell"
"5071","Megakaryocyte"
"5072","Dendritic cell"
"5073","Dendritic cell"
"5074","Megakaryocyte"
"5075","Megakaryocyte"
"5076","Megakaryocyte"
"5077","CD14+ monocyte"
"5078","Megakaryocyte"
"5079","Megakaryocyte"
"5080","Megakaryocyte"
"5081","Megakaryocyte"
"5082","Dendritic cell"
"5083","Megakaryocyte"
"5084","Megakaryocyte"
"5085","Megakaryocyte"
"5086","Megakaryocyte"
"5087","Megakaryocyte"
"5088","Megakaryocyte"
"5089","Megakaryocyte"
"5090","Dendritic cell"
"5091","Megakaryocyte"
"5092","Megakaryocyte"
"5093","Cytotoxic T cell"
"5094","Megakaryocyte"
"5095","Megakaryocyte"
"5096","Megakaryocyte"
"5097","Megakaryocyte"
"5098","Megakaryocyte"
"5099","Megakaryocyte"
"5100","Dendritic cell"
"5101","Megakaryocyte"
"5102","Cytotoxic T cell"
"5103","Megakaryocyte"
"5104","Dendritic cell"
"5105","Megakaryocyte"
"5106","Megakaryocyte"
"5107","Megakaryocyte"
"5108","Megakaryocyte"
"5109","Megakaryocyte"
"5110","Megakaryocyte"
"5111","CD14+ monocyte"
"5112","Megakaryocyte"
"5113","Megakaryocyte"
"5114","Dendritic cell"
"5115","Megakaryocyte"
"5116","Megakaryocyte"
"5117","Megakaryocyte"
"5118","Megakaryocyte"
"5119","Megakaryocyte"
"5120","Megakaryocyte"
"5121","Megakaryocyte"
"5122","Megakaryocyte"
"5123","CD4+ T cell"
"5124","Megakaryocyte"
"5125","Megakaryocyte"
"5126","Megakaryocyte"
"5127","Megakaryocyte"
"5128","Megakaryocyte"
"5129","Megakaryocyte"
"5130","Megakaryocyte"
"5131","Megakaryocyte"
"5132","CD4+ T cell"
"5133","Megakaryocyte"
"5134","Megakaryocyte"
"5135","Dendritic cell"
"5136","Megakaryocyte"
"5137","Megakaryocyte"
"5138","Megakaryocyte"
"5139","Megakaryocyte"
"5140","Megakaryocyte"
"5141","Megakaryocyte"
"5142","CD14+ monocyte"
"5143","Dendritic cell"
"5144","Megakaryocyte"
"5145","Megakaryocyte"
"5146","CD14+ monocyte"
"5147","Megakaryocyte"
"5148","CD4+ T cell"
"5149","Megakaryocyte"
"5150","Cytotoxic T cell"
"5151","CD14+ monocyte"
"5152","Megakaryocyte"
"5153","Megakaryocyte"
"5154","Megakaryocyte"
"5155","Cytotoxic T cell"
"5156","Megakaryocyte"
"5157","Megakaryocyte"
"5158","Megakaryocyte"
"5159","Dendritic cell"
"5160","Megakaryocyte"
"5161","Megakaryocyte"
"5162","Megakaryocyte"
"5163","Megakaryocyte"
"5164","Dendritic cell"
"5165","Megakaryocyte"
"5166","Dendritic cell"
"5167","Megakaryocyte"
"5168","Megakaryocyte"
"5169","Megakaryocyte"
"5170","CD14+ monocyte"
"5171","Megakaryocyte"
"5172","Megakaryocyte"
"5173","Megakaryocyte"
"5174","Megakaryocyte"
"5175","Megakaryocyte"
"5176","Dendritic cell"
"5177","Megakaryocyte"
"5178","Dendritic cell"
"5179","Dendritic cell"
"5180","Megakaryocyte"
"5181","Dendritic cell"
"5182","Megakaryocyte"
"5183","Megakaryocyte"
"5184","Megakaryocyte"
"5185","Dendritic cell"
"5186","Megakaryocyte"
"5187","Megakaryocyte"
"5188","Megakaryocyte"
"5189","Megakaryocyte"
"5190","Megakaryocyte"
"5191","Dendritic cell"
"5192","Megakaryocyte"
"5193","Megakaryocyte"
"5194","Megakaryocyte"
"5195","Megakaryocyte"
"5196","Megakaryocyte"
"5197","Megakaryocyte"
"5198","Megakaryocyte"
"5199","Megakaryocyte"
"5200","Megakaryocyte"
"5201","Megakaryocyte"
"5202","Megakaryocyte"
"5203","Megakaryocyte"
"5204","Megakaryocyte"
"5205","Megakaryocyte"
"5206","Megakaryocyte"
"5207","Megakaryocyte"
"5208","Megakaryocyte"
"5209","Megakaryocyte"
"5210","Megakaryocyte"
"5211","CD4+ T cell"
"5212","Megakaryocyte"
"5213","CD4+ T cell"
"5214","Dendritic cell"
"5215","Dendritic cell"
"5216","Dendritic cell"
"5217","Dendritic cell"
"5218","Dendritic cell"
"5219","Dendritic cell"
"5220","Dendritic cell"
"5221","Dendritic cell"
"5222","Dendritic cell"
"5223","Dendritic cell"
"5224","Dendritic cell"
"5225","Dendritic cell"
"5226","CD14+ monocyte"
"5227","Dendritic cell"
"5228","Dendritic cell"
"5229","Dendritic cell"
"5230","Dendritic cell"
"5231","Dendritic cell"
"5232","Dendritic cell"
"5233","Dendritic cell"
"5234","Dendritic cell"
"5235","Dendritic cell"
"5236","Dendritic cell"
"5237","Dendritic cell"
"5238","Dendritic cell"
"5239","Dendritic cell"
"5240","Dendritic cell"
"5241","CD14+ monocyte"
"5242","Dendritic cell"
"5243","Dendritic cell"
"5244","Dendritic cell"
"5245","Dendritic cell"
"5246","Dendritic cell"
"5247","Dendritic cell"
"5248","Dendritic cell"
"5249","Dendritic cell"
"5250","Dendritic cell"
"5251","Dendritic cell"
"5252","Dendritic cell"
"5253","Dendritic cell"
"5254","Dendritic cell"
"5255","CD14+ monocyte"
"5256","Dendritic cell"
"5257","Dendritic cell"
"5258","Dendritic cell"
"5259","Dendritic cell"
"5260","Dendritic cell"
"5261","CD14+ monocyte"
"5262","Dendritic cell"
"5263","Dendritic cell"
"5264","Dendritic cell"
"5265","Dendritic cell"
"5266","Dendritic cell"
"5267","Dendritic cell"
"5268","CD14+ monocyte"
"5269","Dendritic cell"
"5270","Dendritic cell"
"5271","Dendritic cell"
"5272","Dendritic cell"
"5273","Dendritic cell"
"5274","Dendritic cell"
"5275","Dendritic cell"
"5276","Dendritic cell"
"5277","Dendritic cell"
"5278","Dendritic cell"
"5279","Dendritic cell"
"5280","Dendritic cell"
"5281","Dendritic cell"
"5282","Dendritic cell"
"5283","Dendritic cell"
"5284","CD14+ monocyte"
"5285","Dendritic cell"
"5286","Dendritic cell"
"5287","Dendritic cell"
"5288","Dendritic cell"
"5289","Dendritic cell"
"5290","Dendritic cell"
"5291","Dendritic cell"
"5292","Dendritic cell"
"5293","CD14+ monocyte"
"5294","Dendritic cell"
"5295","Dendritic cell"
"5296","Dendritic cell"
"5297","Dendritic cell"
"5298","Dendritic cell"
"5299","Dendritic cell"
"5300","Dendritic cell"
"5301","Dendritic cell"
"5302","Dendritic cell"
"5303","Dendritic cell"
"5304","Dendritic cell"
"5305","Dendritic cell"
"5306","Dendritic cell"
"5307","Dendritic cell"
"5308","Dendritic cell"
"5309","Dendritic cell"
"5310","Dendritic cell"
