"","yan"
"3503","CD4+ T cell"
"3504","Dendritic cell"
"3505","CD4+ T cell"
"3506","CD4+ T cell"
"3507","CD4+ T cell"
"3508","CD4+ T cell"
"3509","CD4+ T cell"
"3510","CD4+ T cell"
"3511","CD4+ T cell"
"3512","CD4+ T cell"
"3513","CD4+ T cell"
"3514","CD4+ T cell"
"3515","CD4+ T cell"
"3516","CD4+ T cell"
"3517","CD4+ T cell"
"3518","CD4+ T cell"
"3519","CD4+ T cell"
"3520","CD4+ T cell"
"3521","CD4+ T cell"
"3522","CD4+ T cell"
"3523","CD4+ T cell"
"3524","CD4+ T cell"
"3525","CD4+ T cell"
"3526","CD4+ T cell"
"3527","CD4+ T cell"
"3528","CD4+ T cell"
"3529","CD4+ T cell"
"3530","CD4+ T cell"
"3531","CD4+ T cell"
"3532","CD4+ T cell"
"3533","CD4+ T cell"
"3534","CD4+ T cell"
"3535","CD4+ T cell"
"3536","CD4+ T cell"
"3537","CD4+ T cell"
"3538","CD4+ T cell"
"3539","CD4+ T cell"
"3540","CD4+ T cell"
"3541","CD4+ T cell"
"3542","unassigned"
"3543","CD4+ T cell"
"3544","unassigned"
"3545","CD4+ T cell"
"3546","CD4+ T cell"
"3547","CD4+ T cell"
"3548","CD4+ T cell"
"3549","CD4+ T cell"
"3550","CD4+ T cell"
"3551","CD4+ T cell"
"3552","CD4+ T cell"
"3553","CD4+ T cell"
"3554","CD4+ T cell"
"3555","CD4+ T cell"
"3556","CD4+ T cell"
"3557","unassigned"
"3558","CD4+ T cell"
"3559","CD4+ T cell"
"3560","CD4+ T cell"
"3561","CD4+ T cell"
"3562","CD4+ T cell"
"3563","CD4+ T cell"
"3564","unassigned"
"3565","CD4+ T cell"
"3566","CD4+ T cell"
"3567","CD4+ T cell"
"3568","CD4+ T cell"
"3569","CD4+ T cell"
"3570","CD4+ T cell"
"3571","CD4+ T cell"
"3572","CD4+ T cell"
"3573","CD4+ T cell"
"3574","CD4+ T cell"
"3575","CD4+ T cell"
"3576","CD4+ T cell"
"3577","CD4+ T cell"
"3578","CD4+ T cell"
"3579","CD4+ T cell"
"3580","CD4+ T cell"
"3581","CD4+ T cell"
"3582","CD4+ T cell"
"3583","CD4+ T cell"
"3584","CD4+ T cell"
"3585","CD4+ T cell"
"3586","CD4+ T cell"
"3587","CD4+ T cell"
"3588","CD4+ T cell"
"3589","unassigned"
"3590","CD4+ T cell"
"3591","CD4+ T cell"
"3592","CD4+ T cell"
"3593","CD4+ T cell"
"3594","CD4+ T cell"
"3595","CD4+ T cell"
"3596","CD4+ T cell"
"3597","CD4+ T cell"
"3598","CD4+ T cell"
"3599","CD4+ T cell"
"3600","CD4+ T cell"
"3601","CD4+ T cell"
"3602","CD4+ T cell"
"3603","CD4+ T cell"
"3604","CD4+ T cell"
"3605","CD4+ T cell"
"3606","CD4+ T cell"
"3607","unassigned"
"3608","CD4+ T cell"
"3609","CD4+ T cell"
"3610","CD4+ T cell"
"3611","CD4+ T cell"
"3612","unassigned"
"3613","CD4+ T cell"
"3614","CD4+ T cell"
"3615","CD4+ T cell"
"3616","unassigned"
"3617","CD4+ T cell"
"3618","CD4+ T cell"
"3619","CD4+ T cell"
"3620","CD4+ T cell"
"3621","CD4+ T cell"
"3622","Dendritic cell"
"3623","CD4+ T cell"
"3624","CD4+ T cell"
"3625","CD4+ T cell"
"3626","CD4+ T cell"
"3627","CD4+ T cell"
"3628","CD4+ T cell"
"3629","CD4+ T cell"
"3630","CD4+ T cell"
"3631","CD4+ T cell"
"3632","CD4+ T cell"
"3633","CD4+ T cell"
"3634","CD4+ T cell"
"3635","unassigned"
"3636","CD4+ T cell"
"3637","CD4+ T cell"
"3638","CD4+ T cell"
"3639","CD4+ T cell"
"3640","CD4+ T cell"
"3641","CD4+ T cell"
"3642","CD4+ T cell"
"3643","CD4+ T cell"
"3644","CD4+ T cell"
"3645","CD4+ T cell"
"3646","CD4+ T cell"
"3647","CD4+ T cell"
"3648","CD4+ T cell"
"3649","CD4+ T cell"
"3650","CD4+ T cell"
"3651","CD4+ T cell"
"3652","CD4+ T cell"
"3653","CD4+ T cell"
"3654","CD4+ T cell"
"3655","Dendritic cell"
"3656","CD4+ T cell"
"3657","unassigned"
"3658","CD4+ T cell"
"3659","unassigned"
"3660","CD4+ T cell"
"3661","CD4+ T cell"
"3662","CD4+ T cell"
"3663","CD4+ T cell"
"3664","CD4+ T cell"
"3665","CD4+ T cell"
"3666","CD4+ T cell"
"3667","CD4+ T cell"
"3668","CD4+ T cell"
"3669","CD4+ T cell"
"3670","Dendritic cell"
"3671","CD4+ T cell"
"3672","CD4+ T cell"
"3673","CD4+ T cell"
"3674","CD4+ T cell"
"3675","CD4+ T cell"
"3676","CD4+ T cell"
"3677","CD4+ T cell"
"3678","CD4+ T cell"
"3679","CD4+ T cell"
"3680","CD4+ T cell"
"3681","CD4+ T cell"
"3682","CD4+ T cell"
"3683","CD4+ T cell"
"3684","CD4+ T cell"
"3685","CD4+ T cell"
"3686","CD4+ T cell"
"3687","CD4+ T cell"
"3688","CD4+ T cell"
"3689","CD4+ T cell"
"3690","CD4+ T cell"
"3691","CD4+ T cell"
"3692","CD4+ T cell"
"3693","CD4+ T cell"
"3694","CD4+ T cell"
"3695","CD4+ T cell"
"3696","CD4+ T cell"
"3697","CD4+ T cell"
"3698","CD4+ T cell"
"3699","unassigned"
"3700","CD4+ T cell"
"3701","CD4+ T cell"
"3702","Dendritic cell"
"3703","CD4+ T cell"
"3704","CD4+ T cell"
"3705","unassigned"
"3706","CD4+ T cell"
"3707","CD4+ T cell"
"3708","CD4+ T cell"
"3709","CD4+ T cell"
"3710","CD4+ T cell"
"3711","CD4+ T cell"
"3712","CD4+ T cell"
"3713","CD4+ T cell"
"3714","CD4+ T cell"
"3715","CD4+ T cell"
"3716","CD4+ T cell"
"3717","CD4+ T cell"
"3718","CD4+ T cell"
"3719","CD4+ T cell"
"3720","CD4+ T cell"
"3721","unassigned"
"3722","CD4+ T cell"
"3723","CD4+ T cell"
"3724","CD4+ T cell"
"3725","CD4+ T cell"
"3726","CD4+ T cell"
"3727","CD4+ T cell"
"3728","unassigned"
"3729","CD4+ T cell"
"3730","CD4+ T cell"
"3731","CD4+ T cell"
"3732","CD4+ T cell"
"3733","CD4+ T cell"
"3734","CD4+ T cell"
"3735","CD4+ T cell"
"3736","CD4+ T cell"
"3737","CD4+ T cell"
"3738","CD4+ T cell"
"3739","CD4+ T cell"
"3740","CD4+ T cell"
"3741","CD4+ T cell"
"3742","CD4+ T cell"
"3743","CD4+ T cell"
"3744","CD4+ T cell"
"3745","CD4+ T cell"
"3746","unassigned"
"3747","CD4+ T cell"
"3748","CD4+ T cell"
"3749","CD4+ T cell"
"3750","CD4+ T cell"
"3751","CD4+ T cell"
"3752","CD4+ T cell"
"3753","Dendritic cell"
"3754","CD4+ T cell"
"3755","CD4+ T cell"
"3756","CD4+ T cell"
"3757","CD4+ T cell"
"3758","CD4+ T cell"
"3759","CD4+ T cell"
"3760","CD4+ T cell"
"3761","CD4+ T cell"
"3762","CD4+ T cell"
"3763","B cell"
"3764","CD4+ T cell"
"3765","CD4+ T cell"
"3766","CD4+ T cell"
"3767","unassigned"
"3768","CD4+ T cell"
"3769","unassigned"
"3770","unassigned"
"3771","CD4+ T cell"
"3772","unassigned"
"3773","CD4+ T cell"
"3774","CD4+ T cell"
"3775","CD4+ T cell"
"3776","CD4+ T cell"
"3777","CD4+ T cell"
"3778","CD4+ T cell"
"3779","CD4+ T cell"
"3780","CD4+ T cell"
"3781","Dendritic cell"
"3782","CD4+ T cell"
"3783","CD4+ T cell"
"3784","CD4+ T cell"
"3785","CD4+ T cell"
"3786","CD4+ T cell"
"3787","CD4+ T cell"
"3788","CD4+ T cell"
"3789","CD4+ T cell"
"3790","CD4+ T cell"
"3791","CD4+ T cell"
"3792","CD4+ T cell"
"3793","CD4+ T cell"
"3794","CD4+ T cell"
"3795","CD4+ T cell"
"3796","CD4+ T cell"
"3797","CD4+ T cell"
"3798","CD4+ T cell"
"3799","CD4+ T cell"
"3800","CD4+ T cell"
"3801","CD4+ T cell"
"3802","CD4+ T cell"
"3803","CD4+ T cell"
"3804","CD4+ T cell"
"3805","CD4+ T cell"
"3806","CD4+ T cell"
"3807","CD4+ T cell"
"3808","B cell"
"3809","CD4+ T cell"
"3810","CD4+ T cell"
"3811","CD4+ T cell"
"3812","CD4+ T cell"
"3813","CD4+ T cell"
"3814","CD4+ T cell"
"3815","CD4+ T cell"
"3816","CD4+ T cell"
"3817","CD4+ T cell"
"3818","CD4+ T cell"
"3819","CD4+ T cell"
"3820","unassigned"
"3821","CD4+ T cell"
"3822","CD4+ T cell"
"3823","CD4+ T cell"
"3824","CD4+ T cell"
"3825","unassigned"
"3826","unassigned"
"3827","CD4+ T cell"
"3828","Dendritic cell"
"3829","CD4+ T cell"
"3830","CD4+ T cell"
"3831","CD4+ T cell"
"3832","CD4+ T cell"
"3833","CD4+ T cell"
"3834","CD4+ T cell"
"3835","CD4+ T cell"
"3836","CD4+ T cell"
"3837","CD4+ T cell"
"3838","CD4+ T cell"
"3839","unassigned"
"3840","CD4+ T cell"
"3841","CD4+ T cell"
"3842","CD4+ T cell"
"3843","CD4+ T cell"
"3844","CD4+ T cell"
"3845","CD4+ T cell"
"3846","CD4+ T cell"
"3847","CD4+ T cell"
"3848","CD4+ T cell"
"3849","CD4+ T cell"
"3850","CD4+ T cell"
"3851","CD4+ T cell"
"3852","CD4+ T cell"
"3853","CD4+ T cell"
"3854","CD4+ T cell"
"3855","CD4+ T cell"
"3856","unassigned"
"3857","CD4+ T cell"
"3858","CD4+ T cell"
"3859","unassigned"
"3860","CD4+ T cell"
"3861","CD4+ T cell"
"3862","CD4+ T cell"
"3863","CD4+ T cell"
"3864","CD4+ T cell"
"3865","CD4+ T cell"
"3866","CD4+ T cell"
"3867","unassigned"
"3868","CD4+ T cell"
"3869","CD4+ T cell"
"3870","CD4+ T cell"
"3871","CD4+ T cell"
"3872","CD4+ T cell"
"3873","CD4+ T cell"
"3874","unassigned"
"3875","unassigned"
"3876","CD4+ T cell"
"3877","CD4+ T cell"
"3878","CD4+ T cell"
"3879","CD4+ T cell"
"3880","CD4+ T cell"
"3881","CD4+ T cell"
"3882","Cytotoxic T cell"
"3883","B cell"
"3884","CD4+ T cell"
"3885","CD4+ T cell"
"3886","CD4+ T cell"
"3887","CD4+ T cell"
"3888","CD4+ T cell"
"3889","unassigned"
"3890","CD4+ T cell"
"3891","CD4+ T cell"
"3892","CD4+ T cell"
"3893","CD4+ T cell"
"3894","unassigned"
"3895","CD4+ T cell"
"3896","CD4+ T cell"
"3897","CD4+ T cell"
"3898","CD4+ T cell"
"3899","CD4+ T cell"
"3900","CD4+ T cell"
"3901","CD4+ T cell"
"3902","CD4+ T cell"
"3903","Dendritic cell"
"3904","CD4+ T cell"
"3905","CD4+ T cell"
"3906","CD4+ T cell"
"3907","CD4+ T cell"
"3908","CD4+ T cell"
"3909","CD4+ T cell"
"3910","CD4+ T cell"
"3911","CD4+ T cell"
"3912","CD4+ T cell"
"3913","CD4+ T cell"
"3914","CD4+ T cell"
"3915","CD4+ T cell"
"3916","CD4+ T cell"
"3917","CD4+ T cell"
"3918","CD4+ T cell"
"3919","CD4+ T cell"
"3920","CD4+ T cell"
"3921","CD4+ T cell"
"3922","CD4+ T cell"
"3923","CD4+ T cell"
"3924","CD4+ T cell"
"3925","CD4+ T cell"
"3926","CD4+ T cell"
"3927","CD4+ T cell"
"3928","CD4+ T cell"
"3929","CD4+ T cell"
"3930","CD4+ T cell"
"3931","CD4+ T cell"
"3932","CD4+ T cell"
"3933","CD4+ T cell"
"3934","CD4+ T cell"
"3935","CD4+ T cell"
"3936","CD4+ T cell"
"3937","CD4+ T cell"
"3938","CD4+ T cell"
"3939","CD4+ T cell"
"3940","CD4+ T cell"
"3941","unassigned"
"3942","Dendritic cell"
"3943","CD4+ T cell"
"3944","CD4+ T cell"
"3945","CD4+ T cell"
"3946","CD4+ T cell"
"3947","CD4+ T cell"
"3948","CD4+ T cell"
"3949","CD4+ T cell"
"3950","CD4+ T cell"
"3951","CD4+ T cell"
"3952","CD4+ T cell"
"3953","CD4+ T cell"
"3954","CD4+ T cell"
"3955","CD4+ T cell"
"3956","CD4+ T cell"
"3957","CD4+ T cell"
"3958","CD4+ T cell"
"3959","CD4+ T cell"
"3960","CD4+ T cell"
"3961","CD4+ T cell"
"3962","unassigned"
"3963","CD4+ T cell"
"3964","CD4+ T cell"
"3965","unassigned"
"3966","CD4+ T cell"
"3967","CD4+ T cell"
"3968","CD4+ T cell"
"3969","CD4+ T cell"
"3970","CD4+ T cell"
"3971","unassigned"
"3972","CD4+ T cell"
"3973","CD4+ T cell"
"3974","CD4+ T cell"
"3975","CD4+ T cell"
"3976","CD4+ T cell"
"3977","CD4+ T cell"
"3978","CD4+ T cell"
"3979","CD4+ T cell"
"3980","CD4+ T cell"
"3981","CD4+ T cell"
"3982","CD4+ T cell"
"3983","CD4+ T cell"
"3984","CD4+ T cell"
"3985","unassigned"
"3986","CD4+ T cell"
"3987","unassigned"
"3988","unassigned"
"3989","Cytotoxic T cell"
"3990","CD4+ T cell"
"3991","Cytotoxic T cell"
"3992","Cytotoxic T cell"
"3993","unassigned"
"3994","unassigned"
"3995","unassigned"
"3996","CD4+ T cell"
"3997","CD4+ T cell"
"3998","Cytotoxic T cell"
"3999","Cytotoxic T cell"
"4000","unassigned"
"4001","unassigned"
"4002","CD4+ T cell"
"4003","CD4+ T cell"
"4004","CD4+ T cell"
"4005","CD4+ T cell"
"4006","Cytotoxic T cell"
"4007","unassigned"
"4008","Cytotoxic T cell"
"4009","Cytotoxic T cell"
"4010","Cytotoxic T cell"
"4011","CD4+ T cell"
"4012","unassigned"
"4013","CD4+ T cell"
"4014","unassigned"
"4015","Cytotoxic T cell"
"4016","CD4+ T cell"
"4017","CD4+ T cell"
"4018","Dendritic cell"
"4019","CD4+ T cell"
"4020","CD4+ T cell"
"4021","CD4+ T cell"
"4022","unassigned"
"4023","CD4+ T cell"
"4024","CD4+ T cell"
"4025","unassigned"
"4026","CD4+ T cell"
"4027","CD4+ T cell"
"4028","unassigned"
"4029","Cytotoxic T cell"
"4030","CD4+ T cell"
"4031","CD4+ T cell"
"4032","Cytotoxic T cell"
"4033","unassigned"
"4034","CD4+ T cell"
"4035","unassigned"
"4036","unassigned"
"4037","Cytotoxic T cell"
"4038","CD4+ T cell"
"4039","Cytotoxic T cell"
"4040","Cytotoxic T cell"
"4041","unassigned"
"4042","CD4+ T cell"
"4043","CD4+ T cell"
"4044","unassigned"
"4045","unassigned"
"4046","CD4+ T cell"
"4047","CD4+ T cell"
"4048","Cytotoxic T cell"
"4049","CD4+ T cell"
"4050","Dendritic cell"
"4051","Cytotoxic T cell"
"4052","CD4+ T cell"
"4053","Cytotoxic T cell"
"4054","CD4+ T cell"
"4055","unassigned"
"4056","CD4+ T cell"
"4057","CD4+ T cell"
"4058","unassigned"
"4059","unassigned"
"4060","Cytotoxic T cell"
"4061","unassigned"
"4062","CD4+ T cell"
"4063","CD4+ T cell"
"4064","unassigned"
"4065","CD4+ T cell"
"4066","unassigned"
"4067","CD4+ T cell"
"4068","CD4+ T cell"
"4069","unassigned"
"4070","CD4+ T cell"
"4071","Cytotoxic T cell"
"4072","unassigned"
"4073","unassigned"
"4074","CD4+ T cell"
"4075","CD4+ T cell"
"4076","CD4+ T cell"
"4077","CD4+ T cell"
"4078","Cytotoxic T cell"
"4079","unassigned"
"4080","CD4+ T cell"
"4081","CD4+ T cell"
"4082","unassigned"
"4083","unassigned"
"4084","unassigned"
"4085","CD4+ T cell"
"4086","Dendritic cell"
"4087","CD4+ T cell"
"4088","CD4+ T cell"
"4089","CD4+ T cell"
"4090","CD4+ T cell"
"4091","unassigned"
"4092","unassigned"
"4093","CD4+ T cell"
"4094","Cytotoxic T cell"
"4095","CD4+ T cell"
"4096","unassigned"
"4097","CD4+ T cell"
"4098","Cytotoxic T cell"
"4099","B cell"
"4100","CD4+ T cell"
"4101","Cytotoxic T cell"
"4102","unassigned"
"4103","CD4+ T cell"
"4104","CD4+ T cell"
"4105","unassigned"
"4106","unassigned"
"4107","CD4+ T cell"
"4108","unassigned"
"4109","CD4+ T cell"
"4110","B cell"
"4111","CD4+ T cell"
"4112","unassigned"
"4113","B cell"
"4114","unassigned"
"4115","CD4+ T cell"
"4116","CD4+ T cell"
"4117","CD4+ T cell"
"4118","Dendritic cell"
"4119","Cytotoxic T cell"
"4120","CD4+ T cell"
"4121","CD4+ T cell"
"4122","unassigned"
"4123","Cytotoxic T cell"
"4124","B cell"
"4125","unassigned"
"4126","unassigned"
"4127","CD4+ T cell"
"4128","unassigned"
"4129","Cytotoxic T cell"
"4130","unassigned"
"4131","Dendritic cell"
"4132","unassigned"
"4133","unassigned"
"4134","CD4+ T cell"
"4135","unassigned"
"4136","Cytotoxic T cell"
"4137","CD4+ T cell"
"4138","Dendritic cell"
"4139","unassigned"
"4140","unassigned"
"4141","CD4+ T cell"
"4142","Cytotoxic T cell"
"4143","Cytotoxic T cell"
"4144","CD4+ T cell"
"4145","CD4+ T cell"
"4146","unassigned"
"4147","CD4+ T cell"
"4148","CD4+ T cell"
"4149","unassigned"
"4150","CD4+ T cell"
"4151","Cytotoxic T cell"
"4152","CD4+ T cell"
"4153","unassigned"
"4154","CD4+ T cell"
"4155","CD4+ T cell"
"4156","CD4+ T cell"
"4157","CD4+ T cell"
"4158","CD4+ T cell"
"4159","CD4+ T cell"
"4160","unassigned"
"4161","CD4+ T cell"
"4162","CD4+ T cell"
"4163","B cell"
"4164","CD4+ T cell"
"4165","CD4+ T cell"
"4166","CD4+ T cell"
"4167","CD4+ T cell"
"4168","CD4+ T cell"
"4169","CD4+ T cell"
"4170","Cytotoxic T cell"
"4171","CD4+ T cell"
"4172","CD4+ T cell"
"4173","CD4+ T cell"
"4174","CD4+ T cell"
"4175","CD4+ T cell"
"4176","Cytotoxic T cell"
"4177","unassigned"
"4178","unassigned"
"4179","Dendritic cell"
"4180","Cytotoxic T cell"
"4181","CD4+ T cell"
"4182","CD4+ T cell"
"4183","CD4+ T cell"
"4184","unassigned"
"4185","Cytotoxic T cell"
"4186","unassigned"
"4187","unassigned"
"4188","unassigned"
"4189","CD4+ T cell"
"4190","unassigned"
"4191","Cytotoxic T cell"
"4192","CD4+ T cell"
"4193","Cytotoxic T cell"
"4194","unassigned"
"4195","unassigned"
"4196","CD4+ T cell"
"4197","CD4+ T cell"
"4198","CD4+ T cell"
"4199","unassigned"
"4200","CD4+ T cell"
"4201","B cell"
"4202","CD4+ T cell"
"4203","CD4+ T cell"
"4204","unassigned"
"4205","CD4+ T cell"
"4206","Cytotoxic T cell"
"4207","CD4+ T cell"
"4208","CD4+ T cell"
"4209","CD4+ T cell"
"4210","CD4+ T cell"
"4211","Cytotoxic T cell"
"4212","CD4+ T cell"
"4213","CD4+ T cell"
"4214","CD4+ T cell"
"4215","CD4+ T cell"
"4216","unassigned"
"4217","unassigned"
"4218","CD4+ T cell"
"4219","CD4+ T cell"
"4220","unassigned"
"4221","CD4+ T cell"
"4222","Cytotoxic T cell"
"4223","CD4+ T cell"
"4224","unassigned"
"4225","CD4+ T cell"
"4226","Cytotoxic T cell"
"4227","Cytotoxic T cell"
"4228","CD4+ T cell"
"4229","unassigned"
"4230","CD4+ T cell"
"4231","CD4+ T cell"
"4232","Cytotoxic T cell"
"4233","Cytotoxic T cell"
"4234","unassigned"
"4235","unassigned"
"4236","Cytotoxic T cell"
"4237","Cytotoxic T cell"
"4238","unassigned"
"4239","CD4+ T cell"
"4240","Cytotoxic T cell"
"4241","unassigned"
"4242","CD4+ T cell"
"4243","Cytotoxic T cell"
"4244","unassigned"
"4245","Cytotoxic T cell"
"4246","CD4+ T cell"
"4247","CD4+ T cell"
"4248","unassigned"
"4249","unassigned"
"4250","unassigned"
"4251","CD4+ T cell"
"4252","Cytotoxic T cell"
"4253","CD4+ T cell"
"4254","CD4+ T cell"
"4255","unassigned"
"4256","unassigned"
"4257","unassigned"
"4258","CD4+ T cell"
"4259","Cytotoxic T cell"
"4260","B cell"
"4261","CD4+ T cell"
"4262","unassigned"
"4263","Cytotoxic T cell"
"4264","unassigned"
"4265","CD4+ T cell"
"4266","Cytotoxic T cell"
"4267","unassigned"
"4268","Cytotoxic T cell"
"4269","CD4+ T cell"
"4270","CD4+ T cell"
"4271","unassigned"
"4272","unassigned"
"4273","CD4+ T cell"
"4274","unassigned"
"4275","unassigned"
"4276","CD4+ T cell"
"4277","Cytotoxic T cell"
"4278","Cytotoxic T cell"
"4279","unassigned"
"4280","Cytotoxic T cell"
"4281","Cytotoxic T cell"
"4282","CD4+ T cell"
"4283","CD4+ T cell"
"4284","unassigned"
"4285","unassigned"
"4286","unassigned"
"4287","unassigned"
"4288","CD4+ T cell"
"4289","Cytotoxic T cell"
"4290","CD4+ T cell"
"4291","unassigned"
"4292","CD4+ T cell"
"4293","unassigned"
"4294","CD4+ T cell"
"4295","CD4+ T cell"
"4296","CD4+ T cell"
"4297","CD4+ T cell"
"4298","unassigned"
"4299","CD4+ T cell"
"4300","Cytotoxic T cell"
"4301","CD4+ T cell"
"4302","unassigned"
"4303","Cytotoxic T cell"
"4304","CD4+ T cell"
"4305","CD4+ T cell"
"4306","unassigned"
"4307","CD4+ T cell"
"4308","Cytotoxic T cell"
"4309","unassigned"
"4310","CD4+ T cell"
"4311","CD4+ T cell"
"4312","Dendritic cell"
"4313","unassigned"
"4314","CD4+ T cell"
"4315","unassigned"
"4316","Cytotoxic T cell"
"4317","CD4+ T cell"
"4318","unassigned"
"4319","unassigned"
"4320","Cytotoxic T cell"
"4321","CD4+ T cell"
"4322","Cytotoxic T cell"
"4323","Cytotoxic T cell"
"4324","unassigned"
"4325","Cytotoxic T cell"
"4326","CD4+ T cell"
"4327","CD4+ T cell"
"4328","unassigned"
"4329","Cytotoxic T cell"
"4330","unassigned"
"4331","CD4+ T cell"
"4332","CD4+ T cell"
"4333","unassigned"
"4334","unassigned"
"4335","Cytotoxic T cell"
"4336","Cytotoxic T cell"
"4337","CD4+ T cell"
"4338","unassigned"
"4339","unassigned"
"4340","unassigned"
"4341","CD4+ T cell"
"4342","Cytotoxic T cell"
"4343","CD4+ T cell"
"4344","Cytotoxic T cell"
"4345","CD4+ T cell"
"4346","CD4+ T cell"
"4347","unassigned"
"4348","Cytotoxic T cell"
"4349","B cell"
"4350","CD4+ T cell"
"4351","Dendritic cell"
"4352","CD4+ T cell"
"4353","CD4+ T cell"
"4354","Cytotoxic T cell"
"4355","Plasmacytoid dendritic cell"
"4356","B cell"
"4357","CD4+ T cell"
"4358","Cytotoxic T cell"
"4359","unassigned"
"4360","unassigned"
"4361","Cytotoxic T cell"
"4362","CD4+ T cell"
"4363","CD4+ T cell"
"4364","CD4+ T cell"
"4365","unassigned"
"4366","unassigned"
"4367","unassigned"
"4368","CD4+ T cell"
"4369","CD4+ T cell"
"4370","CD4+ T cell"
"4371","Cytotoxic T cell"
"4372","unassigned"
"4373","CD4+ T cell"
"4374","CD4+ T cell"
"4375","unassigned"
"4376","Cytotoxic T cell"
"4377","unassigned"
"4378","unassigned"
"4379","unassigned"
"4380","CD4+ T cell"
"4381","unassigned"
"4382","CD4+ T cell"
"4383","unassigned"
"4384","CD4+ T cell"
"4385","CD4+ T cell"
"4386","CD4+ T cell"
"4387","CD4+ T cell"
"4388","CD4+ T cell"
"4389","unassigned"
"4390","unassigned"
"4391","CD4+ T cell"
"4392","unassigned"
"4393","Cytotoxic T cell"
"4394","unassigned"
"4395","CD4+ T cell"
"4396","unassigned"
"4397","CD4+ T cell"
"4398","CD4+ T cell"
"4399","CD4+ T cell"
"4400","B cell"
"4401","CD4+ T cell"
"4402","unassigned"
"4403","CD4+ T cell"
"4404","CD4+ T cell"
"4405","CD4+ T cell"
"4406","Cytotoxic T cell"
"4407","CD4+ T cell"
"4408","Cytotoxic T cell"
"4409","CD4+ T cell"
"4410","CD4+ T cell"
"4411","unassigned"
"4412","unassigned"
"4413","Cytotoxic T cell"
"4414","Cytotoxic T cell"
"4415","B cell"
"4416","Cytotoxic T cell"
"4417","CD4+ T cell"
"4418","CD4+ T cell"
"4419","CD4+ T cell"
"4420","CD4+ T cell"
"4421","Cytotoxic T cell"
"4422","Cytotoxic T cell"
"4423","Cytotoxic T cell"
"4424","CD4+ T cell"
"4425","unassigned"
"4426","unassigned"
"4427","unassigned"
"4428","CD4+ T cell"
"4429","Cytotoxic T cell"
"4430","CD4+ T cell"
"4431","CD4+ T cell"
"4432","unassigned"
"4433","CD4+ T cell"
"4434","CD4+ T cell"
"4435","unassigned"
"4436","CD4+ T cell"
"4437","CD4+ T cell"
"4438","CD4+ T cell"
"4439","Cytotoxic T cell"
"4440","CD4+ T cell"
"4441","unassigned"
"4442","CD4+ T cell"
"4443","CD4+ T cell"
"4444","B cell"
"4445","Dendritic cell"
"4446","Cytotoxic T cell"
"4447","CD4+ T cell"
"4448","CD4+ T cell"
"4449","CD4+ T cell"
"4450","CD4+ T cell"
"4451","CD4+ T cell"
"4452","unassigned"
"4453","CD4+ T cell"
"4454","unassigned"
"4455","CD4+ T cell"
"4456","CD4+ T cell"
"4457","unassigned"
"4458","CD4+ T cell"
"4459","unassigned"
"4460","CD4+ T cell"
"4461","CD4+ T cell"
"4462","CD4+ T cell"
"4463","Cytotoxic T cell"
"4464","CD4+ T cell"
"4465","Cytotoxic T cell"
"4466","CD4+ T cell"
"4467","CD4+ T cell"
"4468","unassigned"
"4469","CD4+ T cell"
"4470","unassigned"
"4471","unassigned"
"4472","unassigned"
"4473","Cytotoxic T cell"
"4474","CD4+ T cell"
"4475","CD4+ T cell"
"4476","CD4+ T cell"
"4477","Cytotoxic T cell"
"4478","CD4+ T cell"
"4479","unassigned"
"4480","unassigned"
"4481","CD4+ T cell"
"4482","unassigned"
"4483","unassigned"
"4484","unassigned"
"4485","unassigned"
"4486","unassigned"
"4487","CD4+ T cell"
"4488","unassigned"
"4489","Cytotoxic T cell"
"4490","Cytotoxic T cell"
"4491","unassigned"
"4492","CD4+ T cell"
"4493","unassigned"
"4494","CD4+ T cell"
"4495","Dendritic cell"
"4496","CD4+ T cell"
"4497","CD4+ T cell"
"4498","unassigned"
"4499","CD4+ T cell"
"4500","unassigned"
"4501","unassigned"
"4502","unassigned"
"4503","CD4+ T cell"
"4504","CD4+ T cell"
"4505","CD4+ T cell"
"4506","Cytotoxic T cell"
"4507","CD4+ T cell"
"4508","unassigned"
"4509","CD4+ T cell"
"4510","CD4+ T cell"
"4511","CD4+ T cell"
"4512","CD4+ T cell"
"4513","CD4+ T cell"
"4514","unassigned"
"4515","Cytotoxic T cell"
"4516","unassigned"
"4517","unassigned"
